Index,Result
Wed Oct 17 2018 16:00:00 GMT+0100 (British Summer Time),87
Wed Oct 17 2018 17:00:00 GMT+0100 (British Summer Time),9
Wed Oct 17 2018 18:00:00 GMT+0100 (British Summer Time),13
Wed Oct 17 2018 19:00:00 GMT+0100 (British Summer Time),8
Wed Oct 17 2018 20:00:00 GMT+0100 (British Summer Time),3
Wed Oct 17 2018 21:00:00 GMT+0100 (British Summer Time),5
Wed Oct 17 2018 22:00:00 GMT+0100 (British Summer Time),39
Wed Oct 17 2018 23:00:00 GMT+0100 (British Summer Time),56
Thu Oct 18 2018 00:00:00 GMT+0100 (British Summer Time),34
Thu Oct 18 2018 01:00:00 GMT+0100 (British Summer Time),21
Thu Oct 18 2018 02:00:00 GMT+0100 (British Summer Time),0
Thu Oct 18 2018 03:00:00 GMT+0100 (British Summer Time),0
Thu Oct 18 2018 04:00:00 GMT+0100 (British Summer Time),0
Thu Oct 18 2018 05:00:00 GMT+0100 (British Summer Time),0
Thu Oct 18 2018 06:00:00 GMT+0100 (British Summer Time),0
Thu Oct 18 2018 07:00:00 GMT+0100 (British Summer Time),0
Thu Oct 18 2018 08:00:00 GMT+0100 (British Summer Time),0
Thu Oct 18 2018 09:00:00 GMT+0100 (British Summer Time),0
Thu Oct 18 2018 10:00:00 GMT+0100 (British Summer Time),0
Thu Oct 18 2018 11:00:00 GMT+0100 (British Summer Time),0
Thu Oct 18 2018 12:00:00 GMT+0100 (British Summer Time),0
Thu Oct 18 2018 13:00:00 GMT+0100 (British Summer Time),0
Thu Oct 18 2018 14:00:00 GMT+0100 (British Summer Time),9
Thu Oct 18 2018 15:00:00 GMT+0100 (British Summer Time),82
Thu Oct 18 2018 16:00:00 GMT+0100 (British Summer Time),81
Thu Oct 18 2018 17:00:00 GMT+0100 (British Summer Time),10
Thu Oct 18 2018 18:00:00 GMT+0100 (British Summer Time),13
Thu Oct 18 2018 19:00:00 GMT+0100 (British Summer Time),10
Thu Oct 18 2018 20:00:00 GMT+0100 (British Summer Time),13
Thu Oct 18 2018 21:00:00 GMT+0100 (British Summer Time),12
Thu Oct 18 2018 22:00:00 GMT+0100 (British Summer Time),30
Thu Oct 18 2018 23:00:00 GMT+0100 (British Summer Time),38
Fri Oct 19 2018 00:00:00 GMT+0100 (British Summer Time),40
Fri Oct 19 2018 01:00:00 GMT+0100 (British Summer Time),24
Fri Oct 19 2018 02:00:00 GMT+0100 (British Summer Time),0
Fri Oct 19 2018 03:00:00 GMT+0100 (British Summer Time),0
Fri Oct 19 2018 04:00:00 GMT+0100 (British Summer Time),0
Fri Oct 19 2018 05:00:00 GMT+0100 (British Summer Time),0
Fri Oct 19 2018 06:00:00 GMT+0100 (British Summer Time),0
Fri Oct 19 2018 07:00:00 GMT+0100 (British Summer Time),0
Fri Oct 19 2018 08:00:00 GMT+0100 (British Summer Time),0
Fri Oct 19 2018 09:00:00 GMT+0100 (British Summer Time),0
Fri Oct 19 2018 10:00:00 GMT+0100 (British Summer Time),0
Fri Oct 19 2018 11:00:00 GMT+0100 (British Summer Time),0
Fri Oct 19 2018 12:00:00 GMT+0100 (British Summer Time),0
Fri Oct 19 2018 13:00:00 GMT+0100 (British Summer Time),0
Fri Oct 19 2018 14:00:00 GMT+0100 (British Summer Time),11
Fri Oct 19 2018 15:00:00 GMT+0100 (British Summer Time),78
Fri Oct 19 2018 16:00:00 GMT+0100 (British Summer Time),69
Fri Oct 19 2018 17:00:00 GMT+0100 (British Summer Time),10
Fri Oct 19 2018 18:00:00 GMT+0100 (British Summer Time),16
Fri Oct 19 2018 19:00:00 GMT+0100 (British Summer Time),12
Fri Oct 19 2018 20:00:00 GMT+0100 (British Summer Time),2
Fri Oct 19 2018 21:00:00 GMT+0100 (British Summer Time),6
Fri Oct 19 2018 22:00:00 GMT+0100 (British Summer Time),41
Fri Oct 19 2018 23:00:00 GMT+0100 (British Summer Time),62
Sat Oct 20 2018 00:00:00 GMT+0100 (British Summer Time),20
Sat Oct 20 2018 01:00:00 GMT+0100 (British Summer Time),25
Sat Oct 20 2018 02:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 03:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 04:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 05:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 06:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 07:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 08:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 09:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 10:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 11:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 12:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 13:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 14:00:00 GMT+0100 (British Summer Time),4
Sat Oct 20 2018 15:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 16:00:00 GMT+0100 (British Summer Time),1
Sat Oct 20 2018 17:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 18:00:00 GMT+0100 (British Summer Time),2
Sat Oct 20 2018 19:00:00 GMT+0100 (British Summer Time),2
Sat Oct 20 2018 20:00:00 GMT+0100 (British Summer Time),2
Sat Oct 20 2018 21:00:00 GMT+0100 (British Summer Time),2
Sat Oct 20 2018 22:00:00 GMT+0100 (British Summer Time),0
Sat Oct 20 2018 23:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 00:00:00 GMT+0100 (British Summer Time),3
Sun Oct 21 2018 01:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 02:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 03:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 04:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 05:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 06:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 07:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 08:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 09:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 10:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 11:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 12:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 13:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 14:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 15:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 16:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 17:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 18:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 19:00:00 GMT+0100 (British Summer Time),1
Sun Oct 21 2018 20:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 21:00:00 GMT+0100 (British Summer Time),0
Sun Oct 21 2018 22:00:00 GMT+0100 (British Summer Time),1
Sun Oct 21 2018 23:00:00 GMT+0100 (British Summer Time),0
Mon Oct 22 2018 00:00:00 GMT+0100 (British Summer Time),0
Mon Oct 22 2018 01:00:00 GMT+0100 (British Summer Time),0
Mon Oct 22 2018 02:00:00 GMT+0100 (British Summer Time),0
Mon Oct 22 2018 03:00:00 GMT+0100 (British Summer Time),0
Mon Oct 22 2018 04:00:00 GMT+0100 (British Summer Time),0
Mon Oct 22 2018 05:00:00 GMT+0100 (British Summer Time),0
Mon Oct 22 2018 06:00:00 GMT+0100 (British Summer Time),0
Mon Oct 22 2018 07:00:00 GMT+0100 (British Summer Time),0
Mon Oct 22 2018 08:00:00 GMT+0100 (British Summer Time),0
Mon Oct 22 2018 09:00:00 GMT+0100 (British Summer Time),0
Mon Oct 22 2018 10:00:00 GMT+0100 (British Summer Time),0
Mon Oct 22 2018 11:00:00 GMT+0100 (British Summer Time),1
Mon Oct 22 2018 12:00:00 GMT+0100 (British Summer Time),0
Mon Oct 22 2018 13:00:00 GMT+0100 (British Summer Time),1
Mon Oct 22 2018 14:00:00 GMT+0100 (British Summer Time),11
Mon Oct 22 2018 15:00:00 GMT+0100 (British Summer Time),91
Mon Oct 22 2018 16:00:00 GMT+0100 (British Summer Time),81
Mon Oct 22 2018 17:00:00 GMT+0100 (British Summer Time),11
Mon Oct 22 2018 18:00:00 GMT+0100 (British Summer Time),13
Mon Oct 22 2018 19:00:00 GMT+0100 (British Summer Time),9
Mon Oct 22 2018 20:00:00 GMT+0100 (British Summer Time),4
Mon Oct 22 2018 21:00:00 GMT+0100 (British Summer Time),12
Mon Oct 22 2018 22:00:00 GMT+0100 (British Summer Time),31
Mon Oct 22 2018 23:00:00 GMT+0100 (British Summer Time),54
Tue Oct 23 2018 00:00:00 GMT+0100 (British Summer Time),49
Tue Oct 23 2018 01:00:00 GMT+0100 (British Summer Time),24
Tue Oct 23 2018 02:00:00 GMT+0100 (British Summer Time),2
Tue Oct 23 2018 03:00:00 GMT+0100 (British Summer Time),0
Tue Oct 23 2018 04:00:00 GMT+0100 (British Summer Time),0
Tue Oct 23 2018 05:00:00 GMT+0100 (British Summer Time),0
Tue Oct 23 2018 06:00:00 GMT+0100 (British Summer Time),0
Tue Oct 23 2018 07:00:00 GMT+0100 (British Summer Time),0
Tue Oct 23 2018 08:00:00 GMT+0100 (British Summer Time),0
Tue Oct 23 2018 09:00:00 GMT+0100 (British Summer Time),2
Tue Oct 23 2018 10:00:00 GMT+0100 (British Summer Time),0
Tue Oct 23 2018 11:00:00 GMT+0100 (British Summer Time),0
Tue Oct 23 2018 12:00:00 GMT+0100 (British Summer Time),2
Tue Oct 23 2018 13:00:00 GMT+0100 (British Summer Time),0
Tue Oct 23 2018 14:00:00 GMT+0100 (British Summer Time),10
Tue Oct 23 2018 15:00:00 GMT+0100 (British Summer Time),72
Tue Oct 23 2018 16:00:00 GMT+0100 (British Summer Time),80
Tue Oct 23 2018 17:00:00 GMT+0100 (British Summer Time),9
Tue Oct 23 2018 18:00:00 GMT+0100 (British Summer Time),10
Tue Oct 23 2018 19:00:00 GMT+0100 (British Summer Time),10
Tue Oct 23 2018 20:00:00 GMT+0100 (British Summer Time),4
Tue Oct 23 2018 21:00:00 GMT+0100 (British Summer Time),7
Tue Oct 23 2018 22:00:00 GMT+0100 (British Summer Time),33
Tue Oct 23 2018 23:00:00 GMT+0100 (British Summer Time),48
Wed Oct 24 2018 00:00:00 GMT+0100 (British Summer Time),39
Wed Oct 24 2018 01:00:00 GMT+0100 (British Summer Time),19
Wed Oct 24 2018 02:00:00 GMT+0100 (British Summer Time),1
Wed Oct 24 2018 03:00:00 GMT+0100 (British Summer Time),0
Wed Oct 24 2018 04:00:00 GMT+0100 (British Summer Time),0
Wed Oct 24 2018 05:00:00 GMT+0100 (British Summer Time),0
Wed Oct 24 2018 06:00:00 GMT+0100 (British Summer Time),0
Wed Oct 24 2018 07:00:00 GMT+0100 (British Summer Time),0
Wed Oct 24 2018 08:00:00 GMT+0100 (British Summer Time),0
Wed Oct 24 2018 09:00:00 GMT+0100 (British Summer Time),0
Wed Oct 24 2018 10:00:00 GMT+0100 (British Summer Time),0
Wed Oct 24 2018 11:00:00 GMT+0100 (British Summer Time),0
Wed Oct 24 2018 12:00:00 GMT+0100 (British Summer Time),1
Wed Oct 24 2018 13:00:00 GMT+0100 (British Summer Time),1
Wed Oct 24 2018 14:00:00 GMT+0100 (British Summer Time),9
Wed Oct 24 2018 15:00:00 GMT+0100 (British Summer Time),87
Wed Oct 24 2018 16:00:00 GMT+0100 (British Summer Time),91
Wed Oct 24 2018 17:00:00 GMT+0100 (British Summer Time),22
Wed Oct 24 2018 18:00:00 GMT+0100 (British Summer Time),14
Wed Oct 24 2018 19:00:00 GMT+0100 (British Summer Time),4
Wed Oct 24 2018 20:00:00 GMT+0100 (British Summer Time),6
Wed Oct 24 2018 21:00:00 GMT+0100 (British Summer Time),8
Wed Oct 24 2018 22:00:00 GMT+0100 (British Summer Time),33
Wed Oct 24 2018 23:00:00 GMT+0100 (British Summer Time),71
Thu Oct 25 2018 00:00:00 GMT+0100 (British Summer Time),21
Thu Oct 25 2018 01:00:00 GMT+0100 (British Summer Time),24
Thu Oct 25 2018 02:00:00 GMT+0100 (British Summer Time),2
Thu Oct 25 2018 03:00:00 GMT+0100 (British Summer Time),0
Thu Oct 25 2018 04:00:00 GMT+0100 (British Summer Time),0
Thu Oct 25 2018 05:00:00 GMT+0100 (British Summer Time),0
Thu Oct 25 2018 06:00:00 GMT+0100 (British Summer Time),0
Thu Oct 25 2018 07:00:00 GMT+0100 (British Summer Time),0
Thu Oct 25 2018 08:00:00 GMT+0100 (British Summer Time),0
Thu Oct 25 2018 09:00:00 GMT+0100 (British Summer Time),0
Thu Oct 25 2018 10:00:00 GMT+0100 (British Summer Time),0
Thu Oct 25 2018 11:00:00 GMT+0100 (British Summer Time),0
Thu Oct 25 2018 12:00:00 GMT+0100 (British Summer Time),0
Thu Oct 25 2018 13:00:00 GMT+0100 (British Summer Time),0
Thu Oct 25 2018 14:00:00 GMT+0100 (British Summer Time),11
Thu Oct 25 2018 15:00:00 GMT+0100 (British Summer Time),71
Thu Oct 25 2018 16:00:00 GMT+0100 (British Summer Time),107
Thu Oct 25 2018 17:00:00 GMT+0100 (British Summer Time),12
Thu Oct 25 2018 18:00:00 GMT+0100 (British Summer Time),17
Thu Oct 25 2018 19:00:00 GMT+0100 (British Summer Time),4
Thu Oct 25 2018 20:00:00 GMT+0100 (British Summer Time),7
Thu Oct 25 2018 21:00:00 GMT+0100 (British Summer Time),15
Thu Oct 25 2018 22:00:00 GMT+0100 (British Summer Time),39
Thu Oct 25 2018 23:00:00 GMT+0100 (British Summer Time),59
Fri Oct 26 2018 00:00:00 GMT+0100 (British Summer Time),29
Fri Oct 26 2018 01:00:00 GMT+0100 (British Summer Time),22
Fri Oct 26 2018 02:00:00 GMT+0100 (British Summer Time),3
Fri Oct 26 2018 03:00:00 GMT+0100 (British Summer Time),0
Fri Oct 26 2018 04:00:00 GMT+0100 (British Summer Time),0
Fri Oct 26 2018 05:00:00 GMT+0100 (British Summer Time),0
Fri Oct 26 2018 06:00:00 GMT+0100 (British Summer Time),0
Fri Oct 26 2018 07:00:00 GMT+0100 (British Summer Time),0
Fri Oct 26 2018 08:00:00 GMT+0100 (British Summer Time),0
Fri Oct 26 2018 09:00:00 GMT+0100 (British Summer Time),0
Fri Oct 26 2018 10:00:00 GMT+0100 (British Summer Time),0
Fri Oct 26 2018 11:00:00 GMT+0100 (British Summer Time),0
Fri Oct 26 2018 12:00:00 GMT+0100 (British Summer Time),0
Fri Oct 26 2018 13:00:00 GMT+0100 (British Summer Time),3
Fri Oct 26 2018 14:00:00 GMT+0100 (British Summer Time),10
Fri Oct 26 2018 15:00:00 GMT+0100 (British Summer Time),84
Fri Oct 26 2018 16:00:00 GMT+0100 (British Summer Time),85
Fri Oct 26 2018 17:00:00 GMT+0100 (British Summer Time),12
Fri Oct 26 2018 18:00:00 GMT+0100 (British Summer Time),14
Fri Oct 26 2018 19:00:00 GMT+0100 (British Summer Time),4
Fri Oct 26 2018 20:00:00 GMT+0100 (British Summer Time),10
Fri Oct 26 2018 21:00:00 GMT+0100 (British Summer Time),16
Fri Oct 26 2018 22:00:00 GMT+0100 (British Summer Time),41
Fri Oct 26 2018 23:00:00 GMT+0100 (British Summer Time),68
Sat Oct 27 2018 00:00:00 GMT+0100 (British Summer Time),19
Sat Oct 27 2018 01:00:00 GMT+0100 (British Summer Time),16
Sat Oct 27 2018 02:00:00 GMT+0100 (British Summer Time),1
Sat Oct 27 2018 03:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 04:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 05:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 06:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 07:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 08:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 09:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 10:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 11:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 12:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 13:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 14:00:00 GMT+0100 (British Summer Time),4
Sat Oct 27 2018 15:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 16:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 17:00:00 GMT+0100 (British Summer Time),1
Sat Oct 27 2018 18:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 19:00:00 GMT+0100 (British Summer Time),4
Sat Oct 27 2018 20:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 21:00:00 GMT+0100 (British Summer Time),0
Sat Oct 27 2018 22:00:00 GMT+0100 (British Summer Time),1
Sat Oct 27 2018 23:00:00 GMT+0100 (British Summer Time),0
Sun Oct 28 2018 00:00:00 GMT+0100 (British Summer Time),0
Sun Oct 28 2018 01:00:00 GMT+0100 (British Summer Time),0
Sun Oct 28 2018 01:00:00 GMT+0000 (Greenwich Mean Time),1
Sun Oct 28 2018 02:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 03:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 04:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 05:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 06:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 07:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 08:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 09:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 10:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 11:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 12:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 13:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 14:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 15:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 16:00:00 GMT+0000 (Greenwich Mean Time),2
Sun Oct 28 2018 17:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 18:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 19:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 20:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 21:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 22:00:00 GMT+0000 (Greenwich Mean Time),0
Sun Oct 28 2018 23:00:00 GMT+0000 (Greenwich Mean Time),0
Mon Oct 29 2018 00:00:00 GMT+0000 (Greenwich Mean Time),0
Mon Oct 29 2018 01:00:00 GMT+0000 (Greenwich Mean Time),0
Mon Oct 29 2018 02:00:00 GMT+0000 (Greenwich Mean Time),0
Mon Oct 29 2018 03:00:00 GMT+0000 (Greenwich Mean Time),0
Mon Oct 29 2018 04:00:00 GMT+0000 (Greenwich Mean Time),0
Mon Oct 29 2018 05:00:00 GMT+0000 (Greenwich Mean Time),0
Mon Oct 29 2018 06:00:00 GMT+0000 (Greenwich Mean Time),0
Mon Oct 29 2018 07:00:00 GMT+0000 (Greenwich Mean Time),0
Mon Oct 29 2018 08:00:00 GMT+0000 (Greenwich Mean Time),0
Mon Oct 29 2018 09:00:00 GMT+0000 (Greenwich Mean Time),0
Mon Oct 29 2018 10:00:00 GMT+0000 (Greenwich Mean Time),0
Mon Oct 29 2018 11:00:00 GMT+0000 (Greenwich Mean Time),0
Mon Oct 29 2018 12:00:00 GMT+0000 (Greenwich Mean Time),0
Mon Oct 29 2018 13:00:00 GMT+0000 (Greenwich Mean Time),7
Mon Oct 29 2018 14:00:00 GMT+0000 (Greenwich Mean Time),62
Mon Oct 29 2018 15:00:00 GMT+0000 (Greenwich Mean Time),14
Mon Oct 29 2018 16:00:00 GMT+0000 (Greenwich Mean Time),14
Mon Oct 29 2018 17:00:00 GMT+0000 (Greenwich Mean Time),8
Mon Oct 29 2018 18:00:00 GMT+0000 (Greenwich Mean Time),12
Mon Oct 29 2018 19:00:00 GMT+0000 (Greenwich Mean Time),7
Mon Oct 29 2018 20:00:00 GMT+0000 (Greenwich Mean Time),9
Mon Oct 29 2018 21:00:00 GMT+0000 (Greenwich Mean Time),37
Mon Oct 29 2018 22:00:00 GMT+0000 (Greenwich Mean Time),28
Mon Oct 29 2018 23:00:00 GMT+0000 (Greenwich Mean Time),24
Tue Oct 30 2018 00:00:00 GMT+0000 (Greenwich Mean Time),22
Tue Oct 30 2018 01:00:00 GMT+0000 (Greenwich Mean Time),0
Tue Oct 30 2018 02:00:00 GMT+0000 (Greenwich Mean Time),0
Tue Oct 30 2018 03:00:00 GMT+0000 (Greenwich Mean Time),0
Tue Oct 30 2018 04:00:00 GMT+0000 (Greenwich Mean Time),0
Tue Oct 30 2018 05:00:00 GMT+0000 (Greenwich Mean Time),0
Tue Oct 30 2018 06:00:00 GMT+0000 (Greenwich Mean Time),0
Tue Oct 30 2018 07:00:00 GMT+0000 (Greenwich Mean Time),0
Tue Oct 30 2018 08:00:00 GMT+0000 (Greenwich Mean Time),0
Tue Oct 30 2018 09:00:00 GMT+0000 (Greenwich Mean Time),0
Tue Oct 30 2018 10:00:00 GMT+0000 (Greenwich Mean Time),0
Tue Oct 30 2018 11:00:00 GMT+0000 (Greenwich Mean Time),0
Tue Oct 30 2018 12:00:00 GMT+0000 (Greenwich Mean Time),0
Tue Oct 30 2018 13:00:00 GMT+0000 (Greenwich Mean Time),8
Tue Oct 30 2018 14:00:00 GMT+0000 (Greenwich Mean Time),84
Tue Oct 30 2018 15:00:00 GMT+0000 (Greenwich Mean Time),83
Tue Oct 30 2018 16:00:00 GMT+0000 (Greenwich Mean Time),5
Tue Oct 30 2018 17:00:00 GMT+0000 (Greenwich Mean Time),15
Tue Oct 30 2018 18:00:00 GMT+0000 (Greenwich Mean Time),9
Tue Oct 30 2018 19:00:00 GMT+0000 (Greenwich Mean Time),10
Tue Oct 30 2018 20:00:00 GMT+0000 (Greenwich Mean Time),15
Tue Oct 30 2018 21:00:00 GMT+0000 (Greenwich Mean Time),43
Tue Oct 30 2018 22:00:00 GMT+0000 (Greenwich Mean Time),60
Tue Oct 30 2018 23:00:00 GMT+0000 (Greenwich Mean Time),39
Wed Oct 31 2018 00:00:00 GMT+0000 (Greenwich Mean Time),21
Wed Oct 31 2018 01:00:00 GMT+0000 (Greenwich Mean Time),3
Wed Oct 31 2018 02:00:00 GMT+0000 (Greenwich Mean Time),0
Wed Oct 31 2018 03:00:00 GMT+0000 (Greenwich Mean Time),0
Wed Oct 31 2018 04:00:00 GMT+0000 (Greenwich Mean Time),0
Wed Oct 31 2018 05:00:00 GMT+0000 (Greenwich Mean Time),0
Wed Oct 31 2018 06:00:00 GMT+0000 (Greenwich Mean Time),0
Wed Oct 31 2018 07:00:00 GMT+0000 (Greenwich Mean Time),0
Wed Oct 31 2018 08:00:00 GMT+0000 (Greenwich Mean Time),0
Wed Oct 31 2018 09:00:00 GMT+0000 (Greenwich Mean Time),0
Wed Oct 31 2018 10:00:00 GMT+0000 (Greenwich Mean Time),0
Wed Oct 31 2018 11:00:00 GMT+0000 (Greenwich Mean Time),0
Wed Oct 31 2018 12:00:00 GMT+0000 (Greenwich Mean Time),1
Wed Oct 31 2018 13:00:00 GMT+0000 (Greenwich Mean Time),11
Wed Oct 31 2018 14:00:00 GMT+0000 (Greenwich Mean Time),68
Wed Oct 31 2018 15:00:00 GMT+0000 (Greenwich Mean Time),73
Wed Oct 31 2018 16:00:00 GMT+0000 (Greenwich Mean Time),16
Wed Oct 31 2018 17:00:00 GMT+0000 (Greenwich Mean Time),16
Wed Oct 31 2018 18:00:00 GMT+0000 (Greenwich Mean Time),8
Wed Oct 31 2018 19:00:00 GMT+0000 (Greenwich Mean Time),4
Wed Oct 31 2018 20:00:00 GMT+0000 (Greenwich Mean Time),4
Wed Oct 31 2018 21:00:00 GMT+0000 (Greenwich Mean Time),32
Wed Oct 31 2018 22:00:00 GMT+0000 (Greenwich Mean Time),57
Wed Oct 31 2018 23:00:00 GMT+0000 (Greenwich Mean Time),18
Thu Nov 01 2018 00:00:00 GMT+0000 (Greenwich Mean Time),11
Thu Nov 01 2018 01:00:00 GMT+0000 (Greenwich Mean Time),0
Thu Nov 01 2018 02:00:00 GMT+0000 (Greenwich Mean Time),0
Thu Nov 01 2018 03:00:00 GMT+0000 (Greenwich Mean Time),0
Thu Nov 01 2018 04:00:00 GMT+0000 (Greenwich Mean Time),0
Thu Nov 01 2018 05:00:00 GMT+0000 (Greenwich Mean Time),0
Thu Nov 01 2018 06:00:00 GMT+0000 (Greenwich Mean Time),0
Thu Nov 01 2018 07:00:00 GMT+0000 (Greenwich Mean Time),0
Thu Nov 01 2018 08:00:00 GMT+0000 (Greenwich Mean Time),0
Thu Nov 01 2018 09:00:00 GMT+0000 (Greenwich Mean Time),0
Thu Nov 01 2018 10:00:00 GMT+0000 (Greenwich Mean Time),0
Thu Nov 01 2018 11:00:00 GMT+0000 (Greenwich Mean Time),0
Thu Nov 01 2018 12:00:00 GMT+0000 (Greenwich Mean Time),2
Thu Nov 01 2018 13:00:00 GMT+0000 (Greenwich Mean Time),6
Thu Nov 01 2018 14:00:00 GMT+0000 (Greenwich Mean Time),46
Thu Nov 01 2018 15:00:00 GMT+0000 (Greenwich Mean Time),72
Thu Nov 01 2018 16:00:00 GMT+0000 (Greenwich Mean Time),48
Thu Nov 01 2018 17:00:00 GMT+0000 (Greenwich Mean Time),36
Thu Nov 01 2018 18:00:00 GMT+0000 (Greenwich Mean Time),25
Thu Nov 01 2018 19:00:00 GMT+0000 (Greenwich Mean Time),25
Thu Nov 01 2018 20:00:00 GMT+0000 (Greenwich Mean Time),30
Thu Nov 01 2018 21:00:00 GMT+0000 (Greenwich Mean Time),21
Thu Nov 01 2018 22:00:00 GMT+0000 (Greenwich Mean Time),18
Thu Nov 01 2018 23:00:00 GMT+0000 (Greenwich Mean Time),18
Fri Nov 02 2018 00:00:00 GMT+0000 (Greenwich Mean Time),0
Fri Nov 02 2018 01:00:00 GMT+0000 (Greenwich Mean Time),0
Fri Nov 02 2018 02:00:00 GMT+0000 (Greenwich Mean Time),0
Fri Nov 02 2018 03:00:00 GMT+0000 (Greenwich Mean Time),0
Fri Nov 02 2018 04:00:00 GMT+0000 (Greenwich Mean Time),0
Fri Nov 02 2018 05:00:00 GMT+0000 (Greenwich Mean Time),0
Fri Nov 02 2018 06:00:00 GMT+0000 (Greenwich Mean Time),0
Fri Nov 02 2018 07:00:00 GMT+0000 (Greenwich Mean Time),0
Fri Nov 02 2018 08:00:00 GMT+0000 (Greenwich Mean Time),0
Fri Nov 02 2018 09:00:00 GMT+0000 (Greenwich Mean Time),0
Fri Nov 02 2018 10:00:00 GMT+0000 (Greenwich Mean Time),0
Fri Nov 02 2018 11:00:00 GMT+0000 (Greenwich Mean Time),0
Fri Nov 02 2018 12:00:00 GMT+0000 (Greenwich Mean Time),1
Fri Nov 02 2018 13:00:00 GMT+0000 (Greenwich Mean Time),5
Fri Nov 02 2018 14:00:00 GMT+0000 (Greenwich Mean Time),55
